dispth;eth;comnum;vcount;modularity
0.01;10;431;73355;0.371590113269
0.01;10;130;73355;0.377270275057
0.01;15;355;46495;0.368839366983
0.01;15;119;46495;0.374119661708
0.01;20;273;32929;0.369230817757
0.01;20;88;32929;0.37520409516
0.01;25;229;24969;0.368978438451
0.01;25;74;24969;0.375735297584
0.01;30;196;20071;0.366244096282
0.01;30;68;20071;0.375983777613
0.01;35;186;16704;0.370231877554
0.01;35;61;16704;0.376902421588
0.01;40;168;14302;0.367259976189
0.01;40;55;14302;0.377421675596
0.01;45;142;12383;0.36840908062
0.01;45;48;12383;0.378821849739
0.01;50;147;10917;0.369085004103
0.01;50;48;10917;0.37975125321
0.01;55;132;9695;0.367272111841
0.01;55;45;9695;0.378990869742
0.01;60;122;8712;0.37315104716
0.01;60;41;8712;0.384167685327
0.01;65;115;7914;0.373386734826
0.01;65;35;7914;0.384553776576
0.01;70;120;7253;0.369789571821
0.01;70;38;7253;0.382312530568
0.01;70;37;7253;0.382316870391
0.01;75;108;6682;0.37415767308
0.01;75;28;6682;0.384441816171
0.01;80;103;6202;0.375554882642
0.01;80;23;6202;0.385493901656
0.01;85;96;5753;0.375863882399
0.01;85;24;5753;0.385635286409
0.01;90;82;5360;0.377187670959
0.01;90;22;5360;0.386769582982
0.01;95;74;5004;0.378016286383
0.01;95;19;5004;0.387638854411
0.01;100;67;4681;0.379152542569
0.01;100;19;4681;0.389066634975
0.01;105;71;4421;0.378919609413
0.01;105;24;4421;0.389072235949
0.01;110;65;4175;0.380567244707
0.01;110;22;4175;0.389941067825
0.01;115;64;3959;0.381012276833
0.01;115;24;3959;0.391416346385
0.01;120;67;3765;0.381866811104
0.01;120;27;3765;0.392134069153
0.01;125;68;3598;0.378803283011
0.01;125;26;3598;0.393164349137
0.01;130;66;3444;0.378964789164
0.01;130;24;3444;0.393907445854
0.01;135;66;3295;0.379720637725
0.01;135;24;3295;0.394675917724
0.01;140;56;3153;0.380374952305
0.01;140;25;3153;0.395465130967
0.01;145;51;3030;0.388620883608
0.01;145;19;3030;0.398326590487
0.01;150;53;2908;0.387548336852
0.01;150;18;2908;0.398000000824
0.01;155;47;2804;0.388755200416
0.01;155;18;2804;0.398968622346
0.01;160;50;2677;0.392918238842
0.01;160;18;2677;0.399617056242
0.01;165;47;2572;0.390135428641
0.01;165;17;2572;0.400491833372
0.01;170;48;2488;0.394387958842
0.01;170;18;2488;0.40148534793
0.01;175;49;2403;0.394617287157
0.01;175;16;2403;0.402314187685
0.01;180;49;2331;0.39604647188
0.01;180;16;2331;0.403332533582
0.01;185;48;2268;0.396204134634
0.01;185;17;2268;0.40377555381
0.01;190;48;2202;0.397206863978
0.01;190;18;2202;0.404421185451
0.01;195;48;2152;0.397415732951
0.01;195;17;2152;0.405514749174
0.01;200;46;2090;0.398435945968
0.01;200;17;2090;0.406700214938
0.015;10;615;57561;0.454542400317
0.015;10;226;57561;0.470860800766
0.015;15;487;36335;0.462398770245
0.015;15;186;36335;0.472215119028
0.015;15;185;36335;0.472216444386
0.015;20;367;25445;0.450615228558
0.015;20;131;25445;0.470162154585
0.015;25;309;19095;0.4516078202
0.015;25;110;19095;0.479905441287
0.015;30;250;15218;0.45288721024
0.015;30;95;15218;0.480753083413
0.015;30;94;15218;0.48076516381
0.015;35;225;12628;0.458880574447
0.015;35;90;12628;0.482436455517
0.015;40;215;10746;0.441346209609
0.015;40;82;10746;0.480104066634
0.015;40;81;10746;0.480112627909
0.015;45;206;9276;0.441800716875
0.015;45;82;9276;0.483645094411
0.015;50;187;8138;0.459139440248
0.015;50;81;8138;0.489512226032
0.015;55;159;7175;0.444460751735
0.015;55;80;7175;0.488731890462
0.015;60;149;6433;0.445620499307
0.015;60;65;6433;0.490093250869
0.015;65;143;5840;0.458046011591
0.015;65;60;5840;0.489402306453
0.015;70;136;5320;0.458397244869
0.015;70;61;5320;0.490842693727
0.015;75;128;4879;0.462239228435
0.015;75;52;4879;0.491240126181
0.015;80;117;4513;0.46557705553
0.015;80;42;4513;0.492847970725
0.015;85;111;4172;0.463082088111
0.015;85;41;4172;0.492771711889
0.015;90;102;3865;0.465352681064
0.015;90;42;3865;0.494627137456
0.015;95;98;3623;0.461794717513
0.015;95;41;3623;0.494598987217
0.015;100;97;3375;0.482560090364
0.015;100;35;3375;0.497481037697
0.015;105;98;3174;0.483128707696
0.015;105;35;3174;0.498871742667
0.015;110;88;2991;0.484453427837
0.015;110;34;2991;0.500207039249
0.015;115;91;2828;0.461291547923
0.015;115;44;2828;0.502957410405
0.015;120;93;2701;0.465952400598
0.015;120;40;2701;0.498445621911
0.015;120;39;2701;0.498984801895
0.015;125;91;2582;0.459291447403
0.015;125;42;2582;0.504318766624
0.015;130;87;2458;0.463121145974
0.015;130;40;2458;0.505041934527
0.015;130;39;2458;0.505079043767
0.015;135;83;2356;0.47723650379
0.015;135;37;2356;0.503103136007
