dispth;eth;comnum;vcount;modularity
0.01;10;114;95524;0.333661548401
0.01;10;15;95524;0.345775077108
0.01;15;197;93335;0.335459791859
0.01;15;43;93335;0.347111421606
0.01;20;258;90359;0.336979524619
0.01;20;80;90359;0.348090223116
0.01;25;313;87847;0.337718911766
0.01;25;100;87847;0.348474193838
0.01;30;356;85581;0.338208379659
0.01;30;125;85581;0.349011928328
0.01;35;381;80889;0.33770122067
0.01;35;122;80889;0.349015922787
0.01;35;121;80889;0.349016356683
0.01;40;365;72932;0.336687457627
0.01;40;118;72932;0.349226905105
0.01;40;117;72932;0.349227291717
0.01;45;343;64738;0.335970693159
0.01;45;108;64738;0.348581801545
0.01;50;335;57775;0.334941713506
0.01;50;102;57775;0.347720940871
0.01;55;323;51917;0.334351933693
0.01;55;97;51917;0.346725136587
0.01;60;317;47128;0.333932248074
0.01;60;99;47128;0.346281245058
0.01;65;300;43048;0.332271270166
0.01;65;104;43048;0.34548840449
0.01;70;276;39519;0.332015016871
0.01;70;95;39519;0.344834578349
0.01;75;274;36531;0.331596028209
0.01;75;99;36531;0.344992537598
0.01;80;267;33885;0.331142384098
0.01;80;93;33885;0.344351282695
0.01;85;254;31626;0.330708213449
0.01;85;89;31626;0.343619200845
0.01;90;245;29568;0.330539067897
0.01;90;91;29568;0.343541435821
0.01;95;231;27725;0.331411101825
0.01;95;82;27725;0.342931482972
0.01;100;222;26076;0.331124222283
0.01;100;77;26076;0.343188993854
0.01;105;218;24612;0.330811609314
0.01;105;82;24612;0.342824864106
0.01;110;210;23312;0.32847464734
0.01;110;69;23312;0.341896447535
0.01;115;199;22151;0.328058983216
0.01;115;66;22151;0.341664298904
0.01;120;187;21065;0.328008143585
0.01;120;65;21065;0.341900405081
0.01;125;182;20116;0.326487266858
0.01;125;62;20116;0.34169953474
0.01;130;180;19158;0.326408422279
0.01;130;60;19158;0.341385798407
0.01;135;180;18289;0.326012447134
0.01;135;60;18289;0.341686806152
0.01;140;179;17519;0.324505103787
0.01;140;64;17519;0.340907482124
0.01;145;173;16818;0.324324875548
0.01;145;58;16818;0.340709065859
0.01;150;159;16146;0.324250026219
0.01;150;51;16146;0.340621309758
0.01;155;152;15575;0.32363191036
0.01;155;50;15575;0.339889250572
0.01;160;154;15013;0.325289474971
0.01;160;47;15013;0.340523160309
0.01;165;149;14497;0.325152070175
0.01;165;50;14497;0.341162320926
0.01;170;150;14016;0.325779525386
0.01;170;53;14016;0.341833491138
0.01;175;153;13578;0.325751562292
0.01;175;53;13578;0.341939358711
0.01;180;149;13101;0.325598876523
0.01;180;50;13101;0.341245838546
0.01;185;146;12701;0.325719852388
0.01;185;48;12701;0.341266262096
0.01;190;136;12313;0.325587275572
0.01;190;46;12313;0.341004464052
0.01;195;134;11948;0.325384960276
0.01;195;43;11948;0.34090186281
0.01;200;126;11583;0.32551365732
0.01;200;40;11583;0.340171399759
0.015;10;230;81427;0.416077980559
0.015;10;63;81427;0.445426274896
0.015;15;346;76911;0.423783571384
0.015;15;139;76911;0.453095693694
0.015;20;423;73477;0.429183464874
0.015;20;180;73477;0.457616153557
0.015;25;496;70931;0.431030879594
0.015;25;237;70931;0.462771542079
0.015;25;236;70931;0.46277173655
0.015;30;531;68741;0.434563062675
0.015;30;260;68741;0.465809692799
0.015;35;554;64850;0.438925993078
0.015;35;257;64850;0.467354374303
0.015;40;520;58501;0.437106673361
0.015;40;239;58501;0.46782276869
0.015;45;466;51803;0.438072880767
0.015;45;210;51803;0.46982951995
0.015;50;438;46156;0.437741600546
0.015;50;195;46156;0.468735352394
0.015;55;428;41356;0.441296306124
0.015;55;182;41356;0.468268463243
0.015;60;420;37411;0.440054364617
0.015;60;168;37411;0.468919104763
0.015;65;401;34101;0.440941938943
0.015;65;166;34101;0.469107716353
0.015;70;370;31260;0.440580622501
0.015;70;155;31260;0.470626164439
0.015;75;351;28808;0.440708478488
0.015;75;150;28808;0.470877121321
0.015;80;333;26670;0.441086247605
0.015;80;146;26670;0.471276220662
0.015;85;320;24821;0.441207831601
0.015;85;145;24821;0.471591107577
0.015;90;313;23160;0.442416078834
0.015;90;137;23160;0.47195253199
0.015;95;292;21683;0.442279486922
0.015;95;128;21683;0.474470525286
0.015;100;281;20350;0.442375229881
0.015;100;122;20350;0.474815555706
0.015;105;271;19180;0.439208904179
0.015;105;124;19180;0.474932190364
0.015;110;266;18161;0.439721819216
0.015;110;116;18161;0.475761816006
0.015;115;264;17229;0.440725118684
0.015;115;108;17229;0.476614301096
0.015;120;258;16383;0.437012776203
0.015;120;104;16383;0.476630615862
0.015;125;252;15610;0.441015876537
0.015;125;103;15610;0.47709645633
0.015;130;248;14856;0.441210401972
0.015;130;103;14856;0.476686357733
0.015;130;102;14856;0.47767173936
0.015;135;243;14165;0.442313203343
0.015;135;101;14165;0.478270882596
0.015;140;234;13558;0.443128893921
