dispth;eth;comnum;vcount;modularity
0.01;10;215;94611;0.314986607349
0.01;10;26;94611;0.321745873932
0.01;15;308;91180;0.316990733624
0.01;15;63;91180;0.322683675665
0.01;20;411;87609;0.317962356528
0.01;20;93;87609;0.32260340106
0.01;25;422;78375;0.316887599305
0.01;25;92;78375;0.321894095298
0.01;25;91;78375;0.32190023519
0.01;30;383;65684;0.315843781912
0.01;30;103;65684;0.320897216351
0.01;35;354;55543;0.314404586288
0.01;35;91;55543;0.31970217358
0.01;35;90;55543;0.319702811086
0.01;40;325;47756;0.312940383847
0.01;40;78;47756;0.318620551572
0.01;45;315;41802;0.31218299979
0.01;45;82;41802;0.317594077055
0.01;50;292;37138;0.311514129031
0.01;50;78;37138;0.317087849359
0.01;55;285;33231;0.310562621287
0.01;55;82;33231;0.316060346896
0.01;60;267;30102;0.30992816468
0.01;60;85;30102;0.315412758287
0.01;65;253;27531;0.308896268509
0.01;65;83;27531;0.314144244715
0.01;70;252;25393;0.303942708013
0.01;70;82;25393;0.31320557921
0.01;75;237;23446;0.303301976203
0.01;75;72;23446;0.312346203494
0.01;80;220;21769;0.302750981466
0.01;80;68;21769;0.311827454131
0.01;85;213;20237;0.302270248708
0.01;85;60;20237;0.311576939431
0.01;90;206;18865;0.301984889854
0.01;90;54;18865;0.310877165833
0.01;95;191;17691;0.301581224095
0.01;95;53;17691;0.310466042249
0.01;100;184;16668;0.301228382933
0.01;100;52;16668;0.310167243563
0.01;105;171;15742;0.301283462238
0.01;105;49;15742;0.310345382265
0.01;110;163;14892;0.300944820874
0.01;110;45;14892;0.309945825797
0.01;115;158;14189;0.30054237674
0.01;115;42;14189;0.309536542689
0.01;120;161;13468;0.299401266241
0.01;120;42;13468;0.309695566748
0.01;125;162;12840;0.299619837121
0.01;125;41;12840;0.309661502212
0.01;130;159;12268;0.299455161645
0.01;130;39;12268;0.309428393791
0.01;135;152;11786;0.299450606715
0.01;135;40;11786;0.309209435642
0.01;140;145;11289;0.300288113647
0.01;140;39;11289;0.30906891342
0.01;145;141;10818;0.299964657717
0.01;145;39;10818;0.309072259048
0.01;150;146;10399;0.298716208923
0.01;150;36;10399;0.308300135734
0.01;155;146;9997;0.298460555828
0.01;155;35;9997;0.30796150836
0.01;160;142;9646;0.299507236341
0.01;160;34;9646;0.308393229969
0.01;165;138;9298;0.298121238169
0.01;165;30;9298;0.307502517474
0.01;170;138;8998;0.298120668572
0.01;170;30;8998;0.307519722293
0.01;175;136;8689;0.298147194695
0.01;175;30;8689;0.308040341429
0.01;180;131;8383;0.298078796367
0.01;180;33;8383;0.307350467971
0.01;185;129;8116;0.297853459381
0.01;185;31;8116;0.307265943717
0.01;190;122;7862;0.297017563922
0.01;190;27;7862;0.306961625014
0.01;195;126;7632;0.297048551615
0.01;195;28;7632;0.30709758732
0.01;200;125;7434;0.297025679229
0.01;200;27;7434;0.307003719349
0.015;10;361;79334;0.430010891004
0.015;10;128;79334;0.438186012078
0.015;15;524;74363;0.436167819656
0.015;15;222;74363;0.445027387707
0.015;20;627;70645;0.44111203965
0.015;20;264;70645;0.449742282319
0.015;25;609;63082;0.443922666674
0.015;25;243;63082;0.452725378466
0.015;25;242;63082;0.452726778967
0.015;30;571;52678;0.446999401814
0.015;30;218;52678;0.453819709746
0.015;35;512;44306;0.4470961876
0.015;35;184;44306;0.454440090826
0.015;40;465;37975;0.447316180485
0.015;40;174;37975;0.454981191571
0.015;45;433;33060;0.447975431564
0.015;45;165;33060;0.45553733605
0.015;50;412;29242;0.448398434595
