dispth;eth;comnum;vcount;modularity
0.01;10;401;71741;0.380590310977
0.01;10;128;71741;0.384159146127
0.01;15;300;45648;0.379056802525
0.01;15;93;45648;0.381850060875
0.01;20;235;32138;0.372454388873
0.01;20;74;32138;0.38097265093
0.01;25;212;24618;0.376596457854
0.01;25;57;24618;0.381326120606
0.01;30;187;19666;0.37534494399
0.01;30;47;19666;0.379940153446
0.01;35;160;16335;0.375232004856
0.01;35;49;16335;0.380086840053
0.01;40;142;13958;0.3755161117
0.01;40;39;13958;0.380577953661
0.01;45;129;12078;0.376517410631
0.01;45;37;12078;0.381292693872
0.01;50;129;10647;0.3713533659
0.01;50;36;10647;0.382212143574
0.01;55;126;9473;0.372636258242
0.01;55;35;9473;0.38329656329
0.01;60;112;8515;0.373655181923
0.01;60;32;8515;0.38459137244
0.01;65;104;7724;0.374572087204
0.01;65;32;7724;0.385100627431
0.01;70;101;7029;0.375590922181
0.01;70;30;7029;0.386304381223
0.01;75;87;6440;0.376812922995
0.01;75;29;6440;0.387471466334
0.01;80;84;5983;0.377518717133
0.01;80;28;5983;0.388404759656
0.01;85;79;5582;0.378856104399
0.01;85;29;5582;0.389499600064
0.01;90;73;5182;0.37974624912
0.01;90;27;5182;0.390471600584
0.01;95;76;4857;0.380503005259
0.01;95;28;4857;0.389784735125
0.01;100;72;4559;0.381513696903
0.01;100;23;4559;0.390539752148
0.01;105;65;4313;0.38280525443
0.01;105;20;4313;0.391611553412
0.01;110;64;4071;0.383352597975
0.01;110;20;4071;0.392413437554
0.01;115;61;3826;0.3850260697
0.01;115;17;3826;0.394935147187
0.01;120;61;3646;0.385945491402
0.01;120;17;3646;0.395949874279
0.01;125;63;3479;0.387103973444
0.01;125;18;3479;0.39698319798
0.01;130;61;3324;0.388316014686
0.01;130;17;3324;0.398184879098
0.01;135;56;3180;0.388946202131
0.01;135;18;3180;0.398675676337
0.01;140;58;3036;0.389464789443
0.01;140;20;3036;0.399285198338
0.01;145;54;2916;0.390821081295
0.01;145;19;2916;0.400492980841
0.01;150;51;2796;0.393045418834
0.01;150;17;2796;0.401886709635
0.01;155;50;2689;0.392568514607
0.01;155;16;2689;0.402604991439
0.01;160;48;2615;0.393641926049
0.01;160;19;2615;0.403486368569
0.01;165;54;2523;0.395907067371
0.01;165;21;2523;0.40476735238
0.01;165;20;2523;0.404771540784
0.01;170;51;2439;0.395569537091
0.01;170;16;2439;0.40530211487
0.01;175;50;2373;0.396468043176
0.01;175;17;2373;0.406356606006
0.01;180;46;2291;0.397402703796
0.01;180;15;2291;0.407020345387
0.01;185;45;2225;0.39852752068
0.01;185;16;2225;0.407944235371
0.01;190;45;2142;0.39934285716
0.01;190;16;2142;0.408578806899
0.01;195;46;2086;0.399353753183
0.01;195;16;2086;0.409145242073
0.01;200;41;2022;0.401777333097
0.01;200;15;2022;0.410522329709
0.015;10;617;55918;0.481227408663
0.015;10;244;55918;0.484838787373
0.015;10;243;55918;0.484839198194
0.015;15;423;35444;0.484118507778
0.015;15;175;35444;0.487439707814
0.015;20;326;24596;0.485105087323
0.015;20;125;24596;0.488250090138
0.015;25;276;18691;0.475993077128
0.015;25;116;18691;0.487500301133
0.015;30;255;14840;0.473413105343
0.015;30;95;14840;0.487073703883
0.015;35;215;12237;0.480246394853
0.015;35;82;12237;0.48858916595
0.015;40;195;10406;0.477267743922
0.015;40;76;10406;0.490378424543
0.015;45;175;8931;0.483703383779
0.015;45;70;8931;0.49149633842
0.015;50;156;7856;0.485290662808
0.015;50;60;7856;0.49282427164
0.015;55;143;6933;0.485672736566
0.015;55;63;6933;0.494065054333
0.015;60;140;6209;0.487896351
0.015;60;59;6209;0.495930377723
0.015;65;137;5603;0.488644572642
0.015;65;55;5603;0.496829299409
0.015;70;132;5105;0.489338826973
0.015;70;49;5105;0.497820699413
0.015;75;124;4642;0.490343557861
0.015;75;44;4642;0.499135450328
0.015;80;120;4284;0.491593716772
0.015;80;45;4284;0.500396183979
0.015;85;110;3981;0.492815966252
0.015;85;44;3981;0.501245314679
0.015;90;104;3683;0.494121342136
0.015;90;41;3683;0.502941997098
0.015;95;108;3442;0.49395195339
0.015;95;43;3442;0.503707915901
0.015;100;105;3223;0.49524239692
0.015;100;40;3223;0.505229931287
0.015;105;102;3035;0.496190849048
0.015;105;40;3035;0.507278232528
