dispth;eth;comnum;vcount;modularity
0.01;10;363;86645;0.373008618008
0.01;10;132;86645;0.373833839201
0.01;15;458;77501;0.376059150464
0.01;15;168;77501;0.376516798719
0.01;15;167;77501;0.376517332948
0.01;20;395;59162;0.374361104424
0.01;20;129;59162;0.375518136609
0.01;25;358;45746;0.374025852475
0.01;25;114;45746;0.375081474415
0.01;25;113;45746;0.375081781313
0.01;30;302;36983;0.372444532015
0.01;30;96;36983;0.375051824877
0.01;35;270;30714;0.369660737862
0.01;35;78;30714;0.375458932623
0.01;40;233;26100;0.374308658105
0.01;40;74;26100;0.375597087807
0.01;40;72;26100;0.375598106157
0.01;45;218;22774;0.372617425632
0.01;45;73;22774;0.375318703613
0.01;50;208;20053;0.373345634815
0.01;50;67;20053;0.376105197744
0.01;55;211;17987;0.373736980288
0.01;55;68;17987;0.376544002929
0.01;60;203;16236;0.370229561977
0.01;60;64;16236;0.3767557148
0.01;65;173;14831;0.371153799828
0.01;65;57;14831;0.377670812633
0.01;70;163;13545;0.371753330997
0.01;70;51;13545;0.378263347995
0.01;75;150;12485;0.372448659989
0.01;75;47;12485;0.379046698973
0.01;80;140;11551;0.374926872597
0.01;80;45;11551;0.380157569229
0.01;85;130;10727;0.375575566929
0.01;85;46;10727;0.38063639848
0.01;90;128;10041;0.380128359027
0.01;90;47;10041;0.381388219365
0.01;95;131;9447;0.37519987509
0.01;95;46;9447;0.381693482648
0.01;100;122;8830;0.379300546012
0.01;100;44;8830;0.382043759287
0.01;105;124;8317;0.380165035344
0.01;105;44;8317;0.382643471504
0.01;110;116;7885;0.375978254909
0.01;110;39;7885;0.383602826879
0.01;115;113;7457;0.372564126092
0.01;115;37;7457;0.384041917118
0.01;120;111;7103;0.376868554214
0.01;120;34;7103;0.384800196625
0.01;125;111;6751;0.375047120377
0.01;125;30;6751;0.38569290422
0.01;130;112;6434;0.379081521752
0.01;130;28;6434;0.386168123232
0.01;135;105;6193;0.376233032837
0.01;135;27;6193;0.38691215309
0.01;140;111;5932;0.37658501875
0.01;140;29;5932;0.387456218728
0.01;145;99;5687;0.376214154444
0.01;145;28;5687;0.387908399913
0.01;145;27;5687;0.387920276104
0.01;150;92;5443;0.376640820884
0.01;150;30;5443;0.388485363846
0.01;150;29;5443;0.388485944304
0.01;155;89;5219;0.377186819082
0.01;155;29;5219;0.38892767685
0.01;160;84;5009;0.379365773437
0.01;160;28;5009;0.389668311118
0.01;165;78;4814;0.381877079258
0.01;165;25;4814;0.390026151303
0.01;170;72;4642;0.380467689278
