dispth;eth;comnum;vcount;modularity
0.01;10;203;95712;0.322043493849
0.01;10;16;95712;0.328308590896
0.01;15;301;93429;0.3245782489
0.01;15;51;93429;0.331310150688
0.01;20;387;90852;0.32691910074
0.01;20;79;90852;0.333245792326
0.01;25;449;86893;0.326337906646
0.01;25;95;86893;0.3340846971
0.01;25;94;86893;0.33408541094
0.01;30;453;77278;0.325266335554
0.01;30;85;77278;0.334144582408
0.01;35;430;66494;0.324853080121
0.01;35;100;66494;0.333094393368
0.01;40;395;57580;0.324511124528
0.01;40;91;57580;0.33204922863
0.01;45;380;50561;0.324259266562
0.01;45;81;50561;0.331534247964
0.01;50;341;45019;0.321899357189
0.01;50;83;45019;0.330646389563
0.01;55;339;40467;0.321525663656
0.01;55;82;40467;0.330143429351
0.01;60;312;36735;0.322441561125
0.01;60;84;36735;0.329707010468
0.01;65;300;33595;0.320888433815
0.01;65;81;33595;0.329170263798
0.01;70;281;30909;0.320528517291
0.01;70;79;30909;0.328681819442
0.01;75;269;28528;0.321653866127
0.01;75;82;28528;0.328053956678
0.01;80;269;26591;0.315912569617
0.01;80;76;26591;0.32704948241
0.01;85;256;24817;0.31588961629
0.01;85;76;24817;0.326851735883
0.01;90;244;23254;0.321206163307
0.01;90;80;23254;0.327232478783
0.01;95;247;21888;0.320633492323
0.01;95;70;21888;0.327053006364
0.01;100;233;20656;0.320295095319
0.01;100;63;20656;0.326867724778
0.01;105;243;19572;0.315045207969
0.01;105;63;19572;0.326177561239
0.01;105;62;19572;0.326187987439
0.01;110;234;18612;0.314904773059
0.01;110;63;18612;0.325787820784
0.01;115;215;17749;0.314614049441
0.01;115;62;17749;0.325923514847
0.01;120;205;16887;0.314824782227
0.01;120;61;16887;0.325485694133
0.01;125;204;16046;0.314937651493
0.01;125;55;16046;0.325583818387
0.01;130;195;15372;0.314919447705
0.01;130;56;15372;0.325597072194
0.01;135;194;14694;0.31467710594
0.01;135;53;14694;0.325406081048
0.01;140;186;14137;0.314635168454
0.01;140;54;14137;0.325370424064
0.01;145;177;13553;0.314469140916
0.01;145;51;13553;0.325060374135
0.01;150;175;13055;0.312468259531
0.01;150;50;13055;0.324368044621
0.01;155;177;12577;0.312422462011
0.01;155;47;12577;0.324276802906
0.01;160;177;12142;0.312179356383
0.01;160;47;12142;0.32392799551
0.01;165;172;11695;0.311626503366
0.01;165;45;11695;0.323355289661
0.01;170;172;11322;0.311387915872
0.01;170;46;11322;0.323230844865
0.01;175;173;10978;0.311572247909
0.01;175;48;10978;0.32341035189
0.01;180;164;10648;0.310269164326
0.01;180;46;10648;0.322069695002
0.01;185;155;10298;0.310356274519
0.01;185;44;10298;0.322024843441
0.01;190;154;9987;0.310268232074
0.01;190;46;9987;0.322021304184
0.01;195;147;9678;0.310280466373
0.01;195;43;9678;0.322231932089
0.01;200;140;9401;0.310244535144
0.01;200;39;9401;0.322187980509
0.015;10;372;82786;0.430885639686
0.015;10;98;82786;0.442805422031
0.015;15;497;78102;0.440602519383
0.015;15;201;78102;0.452665844452
0.015;20;609;74659;0.446670622289
0.015;20;258;74659;0.458272024615
0.015;20;257;74659;0.458272137938
0.015;25;675;71027;0.451158606538
0.015;25;266;71027;0.462279586888
0.015;30;673;62919;0.445425882086
0.015;30;260;62919;0.4650509945
0.015;30;258;62919;0.46505259636
