dispth;eth;comnum;vcount;modularity
0.01;10;322;85407;0.367417325604
0.01;10;112;85407;0.37875525798
0.01;15;377;74329;0.369669655587
0.01;15;129;74329;0.379868908348
0.01;20;357;55832;0.370805104296
0.01;20;111;55832;0.378855896309
0.01;25;307;43061;0.369943018082
0.01;25;97;43061;0.3781128975
0.01;30;252;34684;0.369128452173
0.01;30;85;34684;0.378341564266
0.01;35;228;28857;0.373447212784
0.01;35;67;28857;0.379936655231
0.01;40;223;24611;0.370788672518
0.01;40;74;24611;0.379091355582
0.01;40;73;24611;0.379092580035
0.01;45;187;21404;0.371462374666
0.01;45;58;21404;0.379630522063
0.01;50;182;18898;0.371607693717
0.01;50;56;18898;0.380324504405
0.01;55;172;16921;0.372843955005
0.01;55;59;16921;0.380397426477
0.01;60;152;15279;0.375236180825
0.01;60;45;15279;0.381789830255
0.01;65;165;13958;0.374284284593
0.01;65;49;13958;0.381714644546
0.01;65;48;13958;0.381718072823
0.01;70;160;12739;0.3746939505
0.01;70;41;12739;0.382382079938
0.01;75;150;11710;0.377588809969
0.01;75;43;11710;0.383975865135
0.01;80;138;10857;0.378095760527
0.01;80;40;10857;0.384364116962
0.01;85;128;10086;0.37582404936
0.01;85;40;10086;0.385066347956
0.01;90;128;9430;0.376347952555
0.01;90;38;9430;0.385782257466
0.01;95;128;8826;0.376409612136
0.01;95;38;8826;0.38572340947
0.01;100;120;8299;0.377316306231
0.01;100;38;8299;0.386876329177
0.01;105;116;7821;0.377705285996
0.01;105;35;7821;0.387449139487
0.01;110;100;7386;0.372214862415
0.01;110;37;7386;0.381564861664
0.01;115;103;6986;0.378541635295
0.01;115;31;6986;0.388680534667
0.01;120;105;6635;0.374857380035
0.01;120;34;6635;0.384466658823
0.01;125;94;6316;0.380284862172
0.01;125;32;6316;0.39050170466
0.01;130;94;6041;0.380301248577
0.01;130;35;6041;0.391164471158
0.01;135;94;5778;0.380969717149
0.01;135;34;5778;0.391968710575
0.01;140;97;5517;0.38165403747
0.01;140;32;5517;0.392702650225
0.01;140;31;5517;0.392712549336
0.01;145;90;5279;0.382436718751
0.01;145;30;5279;0.393354321825
0.01;145;29;5279;0.393357812082
0.01;150;87;5066;0.386875501389
0.01;150;27;5066;0.394068008641
0.01;155;88;4884;0.387771562
0.01;155;25;4884;0.39503752293
0.01;160;86;4711;0.384992222408
0.01;160;23;4711;0.394882026868
0.01;165;83;4533;0.386656590781
0.01;165;25;4533;0.3955341903
0.01;170;76;4371;0.38128282183
0.01;170;23;4371;0.389845417507
0.01;170;22;4371;0.389846419156
0.01;175;70;4238;0.382810484712
0.01;175;19;4238;0.39083199461
0.01;175;18;4238;0.390837141264
0.01;180;67;4089;0.380155506783
0.01;180;20;4089;0.391460711848
0.01;185;63;3941;0.380465913815
0.01;185;22;3941;0.393425598478
0.01;190;66;3803;0.389571400909
0.01;190;22;3803;0.397763027649
0.01;190;21;3803;0.39776737184
0.01;195;62;3696;0.386645858957
0.01;195;21;3696;0.397953506118
0.01;200;64;3578;0.377978313746
0.01;200;20;3578;0.395931082613
0.015;10;527;67136;0.466587756541
0.015;10;208;67136;0.472391920618
0.015;15;594;57933;0.472216776003
0.015;15;235;57933;0.478370670329
0.015;20;494;43497;0.47254374405
0.015;20;195;43497;0.478779195294
0.015;25;388;33422;0.469344114695
0.015;25;158;33422;0.478744744813
0.015;30;323;26687;0.469896420641
0.015;30;130;26687;0.479411024329
0.015;35;297;22089;0.469976240109
0.015;35;113;22089;0.479690799923
0.015;40;272;18749;0.471055457145
0.015;40;105;18749;0.481191523642
0.015;45;248;16223;0.472357066769
0.015;45;96;16223;0.482414387981
0.015;50;227;14235;0.473431367002
0.015;50;76;14235;0.48419503392
0.015;55;218;12727;0.472523294283
