dispth;eth;comnum;vcount;modularity
0.01;10;297;93606;0.323187659284
0.01;10;43;93606;0.330273414523
0.01;15;425;89193;0.325767621992
0.01;15;73;89193;0.33301542124
0.01;20;463;75919;0.326517257981
0.01;20;95;75919;0.333292417874
0.01;20;94;75919;0.333292714865
0.01;25;416;60360;0.324997027216
0.01;25;90;60360;0.332249607517
0.01;30;365;49185;0.324106188136
0.01;30;87;49185;0.331138761731
0.01;35;337;41362;0.322160789854
0.01;35;73;41362;0.329048070276
0.01;40;302;35637;0.321038872929
0.01;40;78;35637;0.328767841985
0.01;45;301;31114;0.322245933918
0.01;45;79;31114;0.328153849315
0.01;50;278;27673;0.322028929624
0.01;50;84;27673;0.327694196512
0.01;55;253;24822;0.321302986786
0.01;55;77;24822;0.327036789241
0.01;60;243;22519;0.320957462732
0.01;60;72;22519;0.326491162321
0.01;65;226;20526;0.319637449173
0.01;65;67;20526;0.325963635935
0.01;70;221;18921;0.316164852351
0.01;70;69;18921;0.325546591614
0.01;75;208;17496;0.315247023037
0.01;75;58;17496;0.325155227835
0.01;80;195;16227;0.315040804349
0.01;80;55;16227;0.324845464177
0.01;85;198;15170;0.314579109332
0.01;85;55;15170;0.324756203642
0.01;90;185;14188;0.314165077421
0.01;90;51;14188;0.324392143569
0.01;95;182;13314;0.313977157867
0.01;95;53;13314;0.324398158326
0.01;100;179;12574;0.313831120776
0.01;100;51;12574;0.323833312109
0.01;105;170;11898;0.313693266609
0.01;105;48;11898;0.323717028339
0.01;110;168;11286;0.312345166184
0.01;110;44;11286;0.322480252949
0.01;115;155;10739;0.312354390214
0.01;115;43;10739;0.322590284652
0.01;120;153;10235;0.310985410914
0.01;120;45;10235;0.322208835968
0.01;125;155;9759;0.310589811559
0.01;125;43;9759;0.322216027938
0.01;130;145;9306;0.310712388888
0.01;130;39;9306;0.322051720679
0.01;135;136;8893;0.310525773351
0.01;135;35;8893;0.322210933375
0.01;140;139;8528;0.310404574579
0.01;140;36;8528;0.322140997516
0.01;145;137;8188;0.310588666646
0.01;145;38;8188;0.322290568486
0.01;150;135;7872;0.309009209662
0.01;150;36;7872;0.322115879331
0.01;155;126;7564;0.307857399839
0.01;155;33;7564;0.321760328169
0.01;160;127;7313;0.307312234803
0.01;160;32;7313;0.320974271654
0.01;165;123;7073;0.308032757427
0.01;165;31;7073;0.320140318038
0.01;170;121;6833;0.30825543408
0.01;170;32;6833;0.320565901317
0.01;175;125;6634;0.308354248658
0.01;175;34;6634;0.32080599964
0.01;180;125;6463;0.308351552116
0.01;180;34;6463;0.32100445371
0.01;185;123;6255;0.308041546841
0.01;185;32;6255;0.320358658039
0.01;190;117;6075;0.309765963883
0.01;190;30;6075;0.32097906816
0.01;195;117;5893;0.308532340278
